A2_EDAD_1,A3_SEXO_1,ZONA,COD_REGION,POND_USO,grupo_etario,zona_desc,sexo_desc
58.0,2.0,1.0,11.0,0.16529,45-59,Urbana,Mujer
70.0,2.0,1.0,15.0,0.79939,60+,Urbana,Mujer
40.0,2.0,1.0,1.0,0.73745,30-44,Urbana,Mujer
72.0,2.0,1.0,11.0,0.48315,60+,Urbana,Mujer
70.0,1.0,1.0,4.0,0.59866,60+,Urbana,Hombre
27.0,2.0,1.0,4.0,0.56477,18-29,Urbana,Mujer
37.0,1.0,1.0,4.0,0.81058,30-44,Urbana,Hombre
72.0,1.0,1.0,6.0,0.4819,60+,Urbana,Hombre
75.0,1.0,1.0,6.0,0.748,60+,Urbana,Hombre
60.0,1.0,1.0,1.0,0.84541,60+,Urbana,Hombre
57.0,1.0,1.0,13.0,4.73395,45-59,Urbana,Hombre
62.0,2.0,1.0,13.0,4.12944,60+,Urbana,Mujer
62.0,1.0,1.0,16.0,0.29381,60+,Urbana,Hombre
55.0,1.0,1.0,16.0,0.45606,45-59,Urbana,Hombre
75.0,2.0,1.0,16.0,0.29381,60+,Urbana,Mujer
59.0,2.0,1.0,16.0,0.29381,45-59,Urbana,Mujer
36.0,2.0,1.0,16.0,0.39782,30-44,Urbana,Mujer
60.0,2.0,1.0,16.0,0.29381,60+,Urbana,Mujer
39.0,2.0,1.0,16.0,0.39782,30-44,Urbana,Mujer
82.0,1.0,1.0,16.0,0.61749,60+,Urbana,Hombre
62.0,1.0,1.0,16.0,0.39782,60+,Urbana,Hombre
56.0,1.0,1.0,16.0,0.45606,45-59,Urbana,Hombre
28.0,2.0,1.0,16.0,0.43024,18-29,Urbana,Mujer
67.0,2.0,1.0,16.0,0.29381,60+,Urbana,Mujer
66.0,1.0,1.0,16.0,0.45606,60+,Urbana,Hombre
36.0,2.0,1.0,16.0,0.39782,30-44,Urbana,Mujer
69.0,2.0,1.0,9.0,0.38174,60+,Urbana,Mujer
49.0,2.0,1.0,9.0,0.51686,45-59,Urbana,Mujer
29.0,2.0,1.0,9.0,0.55898,18-29,Urbana,Mujer
47.0,1.0,1.0,9.0,0.51686,45-59,Urbana,Hombre
52.0,2.0,1.0,9.0,0.71887,45-59,Urbana,Mujer
91.0,2.0,1.0,16.0,0.85882,60+,Urbana,Mujer
41.0,1.0,1.0,1.0,1.14467,30-44,Urbana,Hombre
43.0,2.0,1.0,1.0,0.73745,30-44,Urbana,Mujer
45.0,1.0,1.0,16.0,0.39782,45-59,Urbana,Hombre
67.0,2.0,1.0,4.0,0.38569,60+,Urbana,Mujer
65.0,1.0,1.0,9.0,0.38174,60+,Urbana,Hombre
80.0,1.0,1.0,9.0,0.38174,60+,Urbana,Hombre
26.0,1.0,1.0,13.0,4.46594,18-29,Urbana,Hombre
53.0,2.0,1.0,13.0,4.12944,45-59,Urbana,Mujer
38.0,2.0,1.0,13.0,4.12944,30-44,Urbana,Mujer
47.0,2.0,1.0,13.0,4.12944,45-59,Urbana,Mujer
64.0,2.0,1.0,13.0,4.46594,60+,Urbana,Mujer
48.0,1.0,1.0,13.0,8.91477,45-59,Urbana,Hombre
70.0,1.0,1.0,13.0,3.04984,60+,Urbana,Hombre
48.0,2.0,1.0,13.0,4.12944,45-59,Urbana,Mujer
63.0,1.0,1.0,13.0,4.73395,60+,Urbana,Hombre
25.0,2.0,1.0,13.0,4.46594,18-29,Urbana,Mujer
50.0,1.0,1.0,7.0,1.13785,45-59,Urbana,Hombre
50.0,1.0,1.0,7.0,0.73306,45-59,Urbana,Hombre
54.0,2.0,1.0,7.0,0.73306,45-59,Urbana,Mujer
70.0,1.0,1.0,7.0,0.84037,60+,Urbana,Hombre
43.0,1.0,1.0,7.0,1.13785,30-44,Urbana,Hombre
60.0,2.0,1.0,7.0,0.73306,60+,Urbana,Mujer
59.0,2.0,1.0,7.0,0.54141,45-59,Urbana,Mujer
33.0,2.0,1.0,6.0,0.70566,30-44,Urbana,Mujer
27.0,2.0,1.0,4.0,0.56477,18-29,Urbana,Mujer
70.0,2.0,1.0,4.0,0.38569,60+,Urbana,Mujer
34.0,1.0,1.0,6.0,0.70566,30-44,Urbana,Hombre
45.0,2.0,1.0,6.0,0.65249,45-59,Urbana,Mujer
60.0,2.0,1.0,9.0,0.38174,60+,Urbana,Mujer
75.0,2.0,1.0,9.0,0.38174,60+,Urbana,Mujer
43.0,1.0,1.0,16.0,0.39782,30-44,Urbana,Hombre
66.0,2.0,1.0,16.0,0.29381,60+,Urbana,Mujer
44.0,2.0,2.0,7.0,0.38864,30-44,Rural,Mujer
63.0,2.0,1.0,16.0,0.29381,60+,Urbana,Mujer
77.0,2.0,1.0,6.0,0.9075,60+,Urbana,Mujer
97.0,2.0,1.0,16.0,0.85882,60+,Urbana,Mujer
48.0,2.0,1.0,16.0,0.39782,45-59,Urbana,Mujer
51.0,2.0,1.0,16.0,0.5533,45-59,Urbana,Mujer
38.0,2.0,1.0,16.0,0.39782,30-44,Urbana,Mujer
55.0,1.0,1.0,16.0,0.5533,45-59,Urbana,Hombre
62.0,1.0,1.0,6.0,0.4819,60+,Urbana,Hombre
39.0,1.0,1.0,16.0,0.43024,30-44,Urbana,Hombre
57.0,1.0,1.0,6.0,0.748,45-59,Urbana,Hombre
58.0,2.0,1.0,9.0,0.55898,45-59,Urbana,Mujer
56.0,1.0,1.0,9.0,0.59253,45-59,Urbana,Hombre
68.0,1.0,1.0,9.0,0.59253,60+,Urbana,Hombre
75.0,1.0,1.0,9.0,0.59253,60+,Urbana,Hombre
43.0,2.0,1.0,16.0,0.39782,30-44,Urbana,Mujer
79.0,2.0,1.0,6.0,0.4819,60+,Urbana,Mujer
61.0,2.0,1.0,6.0,0.748,60+,Urbana,Mujer
54.0,1.0,1.0,1.0,0.73745,45-59,Urbana,Hombre
37.0,1.0,1.0,6.0,1.01279,30-44,Urbana,Hombre
42.0,2.0,1.0,6.0,0.65249,30-44,Urbana,Mujer
30.0,2.0,1.0,6.0,0.70566,30-44,Urbana,Mujer
46.0,2.0,1.0,1.0,0.73745,45-59,Urbana,Mujer
65.0,1.0,1.0,1.0,0.84541,60+,Urbana,Hombre
47.0,1.0,1.0,6.0,0.9075,45-59,Urbana,Hombre
59.0,2.0,1.0,6.0,0.4819,45-59,Urbana,Mujer
41.0,1.0,1.0,1.0,1.14467,30-44,Urbana,Hombre
49.0,1.0,1.0,1.0,1.14467,45-59,Urbana,Hombre
75.0,1.0,1.0,16.0,0.66781,60+,Urbana,Hombre
51.0,1.0,1.0,16.0,0.61749,45-59,Urbana,Hombre
60.0,2.0,1.0,16.0,0.39782,60+,Urbana,Mujer
79.0,1.0,1.0,16.0,0.45606,60+,Urbana,Hombre
8.0,2.0,1.0,16.0,0.45606,0-17,Urbana,Mujer
65.0,2.0,1.0,16.0,0.43024,60+,Urbana,Mujer
52.0,2.0,1.0,16.0,0.5533,45-59,Urbana,Mujer
48.0,1.0,1.0,16.0,0.39782,45-59,Urbana,Hombre
45.0,2.0,1.0,16.0,0.39782,45-59,Urbana,Mujer
56.0,1.0,2.0,16.0,0.2507,45-59,Rural,Hombre
44.0,2.0,2.0,16.0,0.38913,30-44,Rural,Mujer
29.0,1.0,2.0,16.0,0.3671,18-29,Rural,Hombre
66.0,2.0,1.0,1.0,1.59203,60+,Urbana,Mujer
35.0,1.0,2.0,7.0,0.44553,30-44,Rural,Hombre
57.0,2.0,2.0,7.0,0.44553,45-59,Rural,Mujer
72.0,1.0,2.0,7.0,0.6524,60+,Rural,Hombre
62.0,1.0,2.0,7.0,0.6524,60+,Rural,Hombre
52.0,1.0,2.0,7.0,0.38864,45-59,Rural,Hombre
48.0,1.0,2.0,7.0,0.38864,45-59,Rural,Hombre
42.0,1.0,2.0,7.0,0.38864,30-44,Rural,Hombre
37.0,2.0,2.0,7.0,0.38864,30-44,Rural,Mujer
51.0,2.0,2.0,7.0,0.83901,45-59,Rural,Mujer
55.0,1.0,1.0,7.0,0.79279,45-59,Urbana,Hombre
68.0,1.0,1.0,7.0,0.54141,60+,Urbana,Hombre
45.0,1.0,1.0,1.0,0.73745,45-59,Urbana,Hombre
32.0,2.0,1.0,1.0,1.23794,30-44,Urbana,Mujer
39.0,2.0,1.0,16.0,0.39782,30-44,Urbana,Mujer
50.0,2.0,1.0,16.0,0.39782,45-59,Urbana,Mujer
48.0,2.0,1.0,16.0,0.39782,45-59,Urbana,Mujer
18.0,1.0,1.0,16.0,0.85882,18-29,Urbana,Hombre
54.0,1.0,1.0,16.0,0.39782,45-59,Urbana,Hombre
49.0,1.0,1.0,6.0,0.65249,45-59,Urbana,Hombre
64.0,1.0,1.0,6.0,0.748,60+,Urbana,Hombre
63.0,1.0,1.0,6.0,0.70566,60+,Urbana,Hombre
45.0,2.0,1.0,1.0,0.73745,45-59,Urbana,Mujer
63.0,2.0,1.0,1.0,1.14467,60+,Urbana,Mujer
39.0,2.0,1.0,1.0,0.73745,30-44,Urbana,Mujer
62.0,2.0,1.0,4.0,0.38569,60+,Urbana,Mujer
39.0,1.0,1.0,6.0,1.01279,30-44,Urbana,Hombre
71.0,1.0,1.0,6.0,0.9075,60+,Urbana,Hombre
71.0,1.0,2.0,13.0,0.26523,60+,Rural,Hombre
47.0,1.0,1.0,13.0,4.12944,45-59,Urbana,Hombre
44.0,2.0,2.0,13.0,0.35912,30-44,Rural,Mujer
59.0,1.0,2.0,13.0,0.49947,45-59,Rural,Hombre
53.0,1.0,1.0,7.0,0.73306,45-59,Urbana,Hombre
58.0,2.0,1.0,6.0,0.70566,45-59,Urbana,Mujer
62.0,2.0,1.0,6.0,0.748,60+,Urbana,Mujer
55.0,2.0,1.0,13.0,6.4097,45-59,Urbana,Mujer
29.0,1.0,1.0,13.0,6.93201,18-29,Urbana,Hombre
92.0,1.0,1.0,6.0,0.748,60+,Urbana,Hombre
82.0,2.0,1.0,6.0,0.4819,60+,Urbana,Mujer
32.0,2.0,1.0,6.0,0.70566,30-44,Urbana,Mujer
79.0,2.0,1.0,6.0,0.4819,60+,Urbana,Mujer
66.0,1.0,1.0,6.0,1.01279,60+,Urbana,Hombre
65.0,1.0,1.0,13.0,5.74333,60+,Urbana,Hombre
69.0,2.0,1.0,6.0,0.4819,60+,Urbana,Mujer
76.0,2.0,1.0,6.0,0.4819,60+,Urbana,Mujer
39.0,1.0,1.0,6.0,1.01279,30-44,Urbana,Hombre
61.0,2.0,1.0,13.0,3.04984,60+,Urbana,Mujer
50.0,1.0,1.0,6.0,1.40861,45-59,Urbana,Hombre
61.0,1.0,1.0,13.0,3.04984,60+,Urbana,Hombre
99.0,2.0,1.0,13.0,3.04984,60+,Urbana,Mujer
40.0,1.0,1.0,15.0,0.79939,30-44,Urbana,Hombre
56.0,2.0,1.0,15.0,0.71628,45-59,Urbana,Mujer
50.0,2.0,1.0,6.0,0.65249,45-59,Urbana,Mujer
54.0,2.0,1.0,6.0,0.65249,45-59,Urbana,Mujer
85.0,1.0,1.0,6.0,1.01279,60+,Urbana,Hombre
79.0,2.0,1.0,6.0,0.65249,60+,Urbana,Mujer
70.0,2.0,1.0,11.0,0.16529,60+,Urbana,Mujer
79.0,2.0,1.0,11.0,0.16529,60+,Urbana,Mujer
63.0,2.0,1.0,7.0,0.54141,60+,Urbana,Mujer
82.0,1.0,1.0,7.0,0.84037,60+,Urbana,Hombre
57.0,2.0,1.0,7.0,0.54141,45-59,Urbana,Mujer
72.0,2.0,1.0,11.0,0.16529,60+,Urbana,Mujer
85.0,1.0,1.0,9.0,0.38174,60+,Urbana,Hombre
63.0,1.0,1.0,9.0,0.71887,60+,Urbana,Hombre
77.0,2.0,1.0,9.0,0.38174,60+,Urbana,Mujer
65.0,1.0,1.0,9.0,0.38174,60+,Urbana,Hombre
32.0,1.0,1.0,9.0,0.86765,30-44,Urbana,Hombre
27.0,2.0,1.0,9.0,0.71887,18-29,Urbana,Mujer
45.0,1.0,1.0,9.0,0.51686,45-59,Urbana,Hombre
90.0,2.0,1.0,9.0,0.38174,60+,Urbana,Mujer
79.0,2.0,1.0,9.0,0.38174,60+,Urbana,Mujer
80.0,1.0,1.0,9.0,0.38174,60+,Urbana,Hombre
66.0,1.0,1.0,9.0,0.59253,60+,Urbana,Hombre
80.0,2.0,1.0,13.0,3.04984,60+,Urbana,Mujer
59.0,1.0,1.0,13.0,3.04984,45-59,Urbana,Hombre
52.0,2.0,1.0,9.0,0.51686,45-59,Urbana,Mujer
59.0,1.0,1.0,9.0,0.86765,45-59,Urbana,Hombre
33.0,1.0,1.0,9.0,0.71887,30-44,Urbana,Hombre
33.0,2.0,1.0,9.0,0.86765,30-44,Urbana,Mujer
53.0,1.0,1.0,9.0,0.51686,45-59,Urbana,Hombre
34.0,2.0,1.0,9.0,0.55898,30-44,Urbana,Mujer
46.0,1.0,1.0,9.0,0.80227,45-59,Urbana,Hombre
66.0,1.0,1.0,9.0,1.11582,60+,Urbana,Hombre
56.0,2.0,1.0,9.0,0.38174,45-59,Urbana,Mujer
86.0,2.0,1.0,9.0,0.38174,60+,Urbana,Mujer
43.0,1.0,1.0,8.0,2.00907,30-44,Urbana,Hombre
43.0,1.0,1.0,8.0,1.29434,30-44,Urbana,Hombre
60.0,2.0,1.0,8.0,0.95595,60+,Urbana,Mujer
54.0,2.0,1.0,7.0,0.73306,45-59,Urbana,Mujer
38.0,1.0,1.0,7.0,0.73306,30-44,Urbana,Hombre
63.0,2.0,1.0,7.0,0.54141,60+,Urbana,Mujer
50.0,2.0,1.0,9.0,0.51686,45-59,Urbana,Mujer
81.0,1.0,1.0,9.0,0.38174,60+,Urbana,Hombre
79.0,2.0,1.0,9.0,0.38174,60+,Urbana,Mujer
43.0,2.0,1.0,15.0,0.515,30-44,Urbana,Mujer
70.0,1.0,1.0,15.0,0.38036,60+,Urbana,Hombre
67.0,2.0,1.0,15.0,0.38036,60+,Urbana,Mujer
63.0,2.0,1.0,15.0,0.38036,60+,Urbana,Mujer
53.0,2.0,1.0,6.0,1.40861,45-59,Urbana,Mujer
60.0,2.0,1.0,6.0,0.4819,60+,Urbana,Mujer
81.0,1.0,1.0,9.0,0.55898,60+,Urbana,Hombre
51.0,1.0,1.0,9.0,0.51686,45-59,Urbana,Hombre
67.0,2.0,1.0,9.0,0.59253,60+,Urbana,Mujer
54.0,1.0,1.0,9.0,0.51686,45-59,Urbana,Hombre
72.0,1.0,1.0,9.0,0.51686,60+,Urbana,Hombre
64.0,1.0,1.0,9.0,0.59253,60+,Urbana,Hombre
50.0,1.0,1.0,7.0,1.13785,45-59,Urbana,Hombre
67.0,1.0,1.0,11.0,0.25656,60+,Urbana,Hombre
41.0,2.0,1.0,6.0,0.9075,30-44,Urbana,Mujer
36.0,2.0,1.0,6.0,0.65249,30-44,Urbana,Mujer
30.0,2.0,1.0,8.0,1.39981,30-44,Urbana,Mujer
58.0,2.0,1.0,11.0,0.16529,45-59,Urbana,Mujer
71.0,2.0,1.0,9.0,0.86765,60+,Urbana,Mujer
68.0,1.0,1.0,9.0,0.59253,60+,Urbana,Hombre
31.0,2.0,1.0,5.0,1.32264,30-44,Urbana,Mujer
33.0,1.0,1.0,5.0,1.32264,30-44,Urbana,Hombre
68.0,1.0,1.0,5.0,1.40201,60+,Urbana,Hombre
40.0,1.0,1.0,5.0,1.8983,30-44,Urbana,Hombre
61.0,1.0,1.0,3.0,0.80717,60+,Urbana,Hombre
69.0,2.0,1.0,6.0,0.748,60+,Urbana,Mujer
63.0,1.0,1.0,3.0,0.38406,60+,Urbana,Hombre
25.0,2.0,1.0,13.0,4.46594,18-29,Urbana,Mujer
52.0,2.0,1.0,13.0,4.12944,45-59,Urbana,Mujer
64.0,1.0,1.0,13.0,4.73395,60+,Urbana,Hombre
84.0,1.0,1.0,13.0,4.73395,60+,Urbana,Hombre
75.0,1.0,1.0,13.0,4.73395,60+,Urbana,Hombre
39.0,2.0,1.0,13.0,4.12944,30-44,Urbana,Mujer
60.0,1.0,1.0,6.0,0.748,60+,Urbana,Hombre
54.0,2.0,1.0,11.0,0.31127,45-59,Urbana,Mujer
61.0,1.0,1.0,3.0,0.59614,60+,Urbana,Hombre
35.0,2.0,1.0,8.0,1.29434,30-44,Urbana,Mujer
83.0,1.0,1.0,3.0,0.59614,60+,Urbana,Hombre
50.0,1.0,1.0,8.0,2.79426,45-59,Urbana,Hombre
38.0,1.0,1.0,7.0,0.73306,30-44,Urbana,Hombre
46.0,1.0,1.0,7.0,1.58255,45-59,Urbana,Hombre
64.0,2.0,1.0,7.0,1.01955,60+,Urbana,Mujer
83.0,1.0,1.0,7.0,0.84037,60+,Urbana,Hombre
70.0,1.0,1.0,7.0,1.23057,60+,Urbana,Hombre
81.0,2.0,1.0,7.0,0.73306,60+,Urbana,Mujer
55.0,1.0,1.0,7.0,0.84037,45-59,Urbana,Hombre
65.0,1.0,1.0,7.0,0.73306,60+,Urbana,Hombre
39.0,1.0,1.0,8.0,2.79426,30-44,Urbana,Hombre
55.0,1.0,1.0,7.0,0.54141,45-59,Urbana,Hombre
38.0,1.0,1.0,4.0,0.81058,30-44,Urbana,Hombre
50.0,2.0,1.0,13.0,8.91477,45-59,Urbana,Mujer
89.0,2.0,1.0,13.0,3.04984,60+,Urbana,Mujer
21.0,2.0,1.0,13.0,5.74333,18-29,Urbana,Mujer
89.0,2.0,1.0,13.0,3.04984,60+,Urbana,Mujer
62.0,2.0,1.0,13.0,3.04984,60+,Urbana,Mujer
64.0,2.0,1.0,13.0,3.04984,60+,Urbana,Mujer
50.0,1.0,1.0,13.0,6.4097,45-59,Urbana,Hombre
54.0,1.0,1.0,13.0,6.4097,45-59,Urbana,Hombre
19.0,2.0,1.0,13.0,5.74333,18-29,Urbana,Mujer
68.0,2.0,1.0,13.0,3.04984,60+,Urbana,Mujer
21.0,2.0,1.0,13.0,5.74333,18-29,Urbana,Mujer
34.0,2.0,1.0,13.0,4.46594,30-44,Urbana,Mujer
17.0,2.0,1.0,13.0,5.74333,0-17,Urbana,Mujer
20.0,2.0,1.0,4.0,0.72631,18-29,Urbana,Mujer
34.0,1.0,1.0,4.0,0.87663,30-44,Urbana,Hombre
46.0,2.0,1.0,4.0,0.87663,45-59,Urbana,Mujer
81.0,1.0,1.0,11.0,0.25656,60+,Urbana,Hombre
74.0,2.0,1.0,11.0,0.34738,60+,Urbana,Mujer
18.0,2.0,1.0,8.0,1.8002,18-29,Urbana,Mujer
42.0,1.0,1.0,4.0,1.12737,30-44,Urbana,Hombre
33.0,2.0,1.0,11.0,0.24204,30-44,Urbana,Mujer
67.0,1.0,1.0,15.0,1.11181,60+,Urbana,Hombre
79.0,1.0,1.0,5.0,0.90324,60+,Urbana,Hombre
36.0,2.0,2.0,6.0,0.32642,30-44,Rural,Mujer
67.0,2.0,1.0,1.0,0.84541,60+,Urbana,Mujer
52.0,1.0,1.0,15.0,0.515,45-59,Urbana,Hombre
52.0,1.0,1.0,1.0,0.73745,45-59,Urbana,Hombre
58.0,2.0,1.0,16.0,0.29381,45-59,Urbana,Mujer
33.0,2.0,1.0,11.0,0.16529,30-44,Urbana,Mujer
69.0,1.0,1.0,15.0,0.38036,60+,Urbana,Hombre
58.0,1.0,1.0,5.0,0.90324,45-59,Urbana,Hombre
23.0,2.0,1.0,1.0,0.73745,18-29,Urbana,Mujer
57.0,1.0,1.0,16.0,0.29381,45-59,Urbana,Hombre
64.0,2.0,1.0,16.0,0.29381,60+,Urbana,Mujer
56.0,1.0,1.0,16.0,0.45606,45-59,Urbana,Hombre
54.0,2.0,1.0,11.0,0.37569,45-59,Urbana,Mujer
34.0,1.0,2.0,6.0,0.35302,30-44,Rural,Hombre
49.0,2.0,1.0,3.0,0.87294,45-59,Urbana,Mujer
57.0,2.0,1.0,16.0,0.29381,45-59,Urbana,Mujer
32.0,2.0,1.0,16.0,0.43024,30-44,Urbana,Mujer
61.0,1.0,1.0,11.0,0.25656,60+,Urbana,Hombre
45.0,1.0,1.0,1.0,1.14467,45-59,Urbana,Hombre
62.0,2.0,1.0,5.0,0.90324,60+,Urbana,Mujer
63.0,1.0,1.0,3.0,0.38406,60+,Urbana,Hombre
70.0,2.0,1.0,16.0,0.61749,60+,Urbana,Mujer
65.0,1.0,1.0,16.0,0.85882,60+,Urbana,Hombre
58.0,2.0,1.0,1.0,0.79754,45-59,Urbana,Mujer
51.0,1.0,2.0,6.0,0.32642,45-59,Rural,Hombre
57.0,1.0,1.0,9.0,0.55898,45-59,Urbana,Hombre
49.0,2.0,1.0,16.0,0.5533,45-59,Urbana,Mujer
65.0,1.0,2.0,13.0,0.26523,60+,Rural,Hombre
62.0,2.0,2.0,13.0,0.26523,60+,Rural,Mujer
30.0,1.0,2.0,13.0,0.60284,30-44,Rural,Hombre
30.0,1.0,2.0,13.0,0.60284,30-44,Rural,Hombre
72.0,2.0,2.0,13.0,0.38838,60+,Rural,Mujer
46.0,1.0,2.0,13.0,0.38838,45-59,Rural,Hombre
68.0,1.0,1.0,5.0,1.40201,60+,Urbana,Hombre
50.0,1.0,1.0,1.0,1.59203,45-59,Urbana,Hombre
62.0,2.0,2.0,13.0,0.55742,60+,Rural,Mujer
67.0,2.0,2.0,13.0,0.41169,60+,Rural,Mujer
70.0,2.0,2.0,13.0,0.60284,60+,Rural,Mujer
66.0,2.0,2.0,13.0,0.26523,60+,Rural,Mujer
72.0,2.0,1.0,11.0,0.16529,60+,Urbana,Mujer
49.0,2.0,1.0,4.0,0.52221,45-59,Urbana,Mujer
65.0,1.0,1.0,1.0,1.59203,60+,Urbana,Hombre
52.0,2.0,1.0,3.0,0.52002,45-59,Urbana,Mujer
57.0,1.0,1.0,1.0,1.02566,45-59,Urbana,Hombre
42.0,1.0,2.0,6.0,0.50667,30-44,Rural,Hombre
52.0,2.0,1.0,7.0,1.23057,45-59,Urbana,Mujer
48.0,1.0,2.0,7.0,0.60325,45-59,Rural,Hombre
33.0,1.0,2.0,7.0,0.6524,30-44,Rural,Hombre
60.0,1.0,2.0,7.0,0.42031,60+,Rural,Hombre
70.0,1.0,2.0,7.0,0.44553,60+,Rural,Hombre
52.0,1.0,1.0,1.0,0.73745,45-59,Urbana,Hombre
40.0,2.0,1.0,1.0,0.73745,30-44,Urbana,Mujer
62.0,1.0,2.0,6.0,0.35302,60+,Rural,Hombre
80.0,1.0,1.0,9.0,0.38174,60+,Urbana,Hombre
61.0,2.0,1.0,1.0,0.54465,60+,Urbana,Mujer
77.0,2.0,2.0,7.0,0.28704,60+,Rural,Mujer
75.0,2.0,2.0,7.0,0.44553,60+,Rural,Mujer
64.0,1.0,2.0,7.0,0.6524,60+,Rural,Hombre
82.0,1.0,2.0,7.0,0.44553,60+,Rural,Hombre
69.0,1.0,1.0,1.0,0.54465,60+,Urbana,Hombre
60.0,1.0,2.0,7.0,0.44553,60+,Rural,Hombre
19.0,2.0,1.0,1.0,1.02566,18-29,Urbana,Mujer
52.0,2.0,1.0,4.0,0.87663,45-59,Urbana,Mujer
62.0,2.0,1.0,4.0,0.38569,60+,Urbana,Mujer
27.0,1.0,1.0,4.0,0.56477,18-29,Urbana,Hombre
40.0,1.0,1.0,4.0,0.81058,30-44,Urbana,Hombre
57.0,1.0,1.0,4.0,0.59866,45-59,Urbana,Hombre
57.0,1.0,1.0,1.0,0.54465,45-59,Urbana,Hombre
50.0,2.0,1.0,9.0,0.51686,45-59,Urbana,Mujer
83.0,2.0,1.0,9.0,0.80227,60+,Urbana,Mujer
87.0,2.0,1.0,9.0,0.38174,60+,Urbana,Mujer
67.0,1.0,1.0,9.0,0.38174,60+,Urbana,Hombre
42.0,1.0,1.0,9.0,0.51686,30-44,Urbana,Hombre
55.0,2.0,1.0,11.0,0.16529,45-59,Urbana,Mujer
63.0,2.0,2.0,7.0,0.28704,60+,Rural,Mujer
67.0,1.0,2.0,7.0,0.38864,60+,Rural,Hombre
59.0,2.0,2.0,7.0,0.28704,45-59,Rural,Mujer
86.0,2.0,2.0,7.0,0.28704,60+,Rural,Mujer
73.0,1.0,2.0,7.0,0.28704,60+,Rural,Hombre
58.0,1.0,2.0,7.0,0.28704,45-59,Rural,Hombre
52.0,1.0,1.0,11.0,0.37569,45-59,Urbana,Hombre
86.0,1.0,1.0,9.0,0.38174,60+,Urbana,Hombre
72.0,2.0,1.0,9.0,0.38174,60+,Urbana,Mujer
88.0,1.0,1.0,9.0,0.59253,60+,Urbana,Hombre
45.0,1.0,1.0,9.0,0.51686,45-59,Urbana,Hombre
50.0,2.0,1.0,9.0,1.11582,45-59,Urbana,Mujer
75.0,1.0,2.0,7.0,0.38864,60+,Rural,Hombre
51.0,2.0,2.0,7.0,0.60325,45-59,Rural,Mujer
48.0,1.0,2.0,7.0,0.38864,45-59,Rural,Hombre
63.0,1.0,2.0,7.0,0.6524,60+,Rural,Hombre
77.0,2.0,1.0,13.0,3.04984,60+,Urbana,Mujer
78.0,2.0,1.0,13.0,3.04984,60+,Urbana,Mujer
51.0,2.0,1.0,13.0,4.12944,45-59,Urbana,Mujer
65.0,1.0,1.0,13.0,3.04984,60+,Urbana,Hombre
50.0,1.0,1.0,13.0,4.12944,45-59,Urbana,Hombre
78.0,2.0,1.0,13.0,6.4097,60+,Urbana,Mujer
66.0,1.0,1.0,13.0,8.91477,60+,Urbana,Hombre
43.0,1.0,1.0,13.0,3.04984,30-44,Urbana,Hombre
65.0,2.0,1.0,13.0,3.04984,60+,Urbana,Mujer
68.0,1.0,2.0,13.0,0.26523,60+,Rural,Hombre
81.0,1.0,2.0,13.0,0.41169,60+,Rural,Hombre
70.0,2.0,2.0,13.0,0.77527,60+,Rural,Mujer
70.0,1.0,1.0,9.0,0.38174,60+,Urbana,Hombre
45.0,1.0,2.0,13.0,0.38838,45-59,Rural,Hombre
69.0,1.0,2.0,13.0,0.55742,60+,Rural,Hombre
69.0,1.0,1.0,6.0,1.09532,60+,Urbana,Hombre
48.0,2.0,2.0,13.0,0.41169,45-59,Rural,Mujer
69.0,1.0,2.0,7.0,0.54053,60+,Rural,Hombre
42.0,1.0,2.0,7.0,0.38864,30-44,Rural,Hombre
52.0,1.0,2.0,7.0,0.38864,45-59,Rural,Hombre
64.0,2.0,1.0,9.0,0.38174,60+,Urbana,Mujer
79.0,2.0,1.0,9.0,0.38174,60+,Urbana,Mujer
57.0,1.0,1.0,6.0,0.9075,45-59,Urbana,Hombre
52.0,1.0,2.0,7.0,0.60325,45-59,Rural,Hombre
41.0,1.0,1.0,5.0,1.32264,30-44,Urbana,Hombre
81.0,2.0,2.0,13.0,0.26523,60+,Rural,Mujer
63.0,1.0,1.0,6.0,1.01279,60+,Urbana,Hombre
58.0,1.0,2.0,7.0,0.38864,45-59,Rural,Hombre
57.0,2.0,1.0,5.0,0.90324,45-59,Urbana,Mujer
68.0,1.0,1.0,6.0,0.4819,60+,Urbana,Hombre
48.0,2.0,1.0,7.0,1.23057,45-59,Urbana,Mujer
57.0,1.0,1.0,5.0,1.22298,45-59,Urbana,Hombre
84.0,2.0,1.0,5.0,1.22298,60+,Urbana,Mujer
41.0,1.0,1.0,5.0,1.8983,30-44,Urbana,Hombre
60.0,1.0,1.0,5.0,1.40201,60+,Urbana,Hombre
71.0,2.0,1.0,5.0,0.90324,60+,Urbana,Mujer
44.0,1.0,1.0,6.0,1.01279,30-44,Urbana,Hombre
28.0,2.0,2.0,9.0,0.51817,18-29,Rural,Mujer
81.0,2.0,2.0,9.0,0.51817,60+,Rural,Mujer
48.0,1.0,2.0,9.0,0.51817,45-59,Rural,Hombre
62.0,1.0,2.0,9.0,0.59403,60+,Rural,Hombre
58.0,2.0,2.0,9.0,0.3827,45-59,Rural,Mujer
79.0,1.0,1.0,7.0,0.84037,60+,Urbana,Hombre
59.0,1.0,2.0,7.0,0.28704,45-59,Rural,Hombre
