A2_EDAD_1,A3_SEXO_1,ZONA,COD_REGION,POND_USO,grupo_etario,zona_desc,sexo_desc
52.0,1.0,1.0,5.0,1.8983,45-59,Urbana,Hombre
36.0,1.0,1.0,10.0,0.58933,30-44,Urbana,Hombre
32.0,2.0,1.0,6.0,1.09532,30-44,Urbana,Mujer
24.0,2.0,1.0,5.0,1.70095,18-29,Urbana,Mujer
74.0,1.0,1.0,5.0,1.40201,60+,Urbana,Hombre
28.0,2.0,1.0,6.0,1.09532,18-29,Urbana,Mujer
85.0,1.0,1.0,5.0,0.90324,60+,Urbana,Hombre
32.0,1.0,1.0,10.0,0.58933,30-44,Urbana,Hombre
60.0,2.0,1.0,5.0,0.90324,60+,Urbana,Mujer
44.0,1.0,1.0,5.0,1.22298,30-44,Urbana,Hombre
38.0,1.0,1.0,10.0,1.17641,30-44,Urbana,Hombre
52.0,2.0,1.0,10.0,0.54493,45-59,Urbana,Mujer
51.0,2.0,1.0,10.0,0.54493,45-59,Urbana,Mujer
52.0,2.0,1.0,10.0,0.58933,45-59,Urbana,Mujer
75.0,2.0,1.0,10.0,0.40246,60+,Urbana,Mujer
50.0,2.0,1.0,5.0,1.22298,45-59,Urbana,Mujer
27.0,1.0,1.0,6.0,0.9075,18-29,Urbana,Hombre
44.0,2.0,1.0,10.0,0.7579,30-44,Urbana,Mujer
54.0,1.0,1.0,15.0,0.86453,45-59,Urbana,Hombre
32.0,1.0,1.0,5.0,0.90324,30-44,Urbana,Hombre
56.0,1.0,1.0,10.0,0.58933,45-59,Urbana,Hombre
50.0,2.0,1.0,5.0,1.22298,45-59,Urbana,Mujer
41.0,2.0,1.0,5.0,1.22298,30-44,Urbana,Mujer
71.0,2.0,1.0,12.0,0.31524,60+,Urbana,Mujer
83.0,1.0,1.0,12.0,0.48931,60+,Urbana,Hombre
69.0,1.0,1.0,12.0,0.48931,60+,Urbana,Hombre
76.0,2.0,1.0,12.0,0.46161,60+,Urbana,Mujer
46.0,1.0,1.0,12.0,0.42683,45-59,Urbana,Hombre
19.0,2.0,1.0,4.0,0.72631,18-29,Urbana,Mujer
60.0,2.0,1.0,4.0,0.38569,60+,Urbana,Mujer
34.0,1.0,1.0,4.0,0.56477,30-44,Urbana,Hombre
63.0,2.0,1.0,4.0,0.52221,60+,Urbana,Mujer
65.0,1.0,1.0,4.0,0.38569,60+,Urbana,Hombre
54.0,1.0,1.0,10.0,0.54493,45-59,Urbana,Hombre
54.0,1.0,1.0,10.0,0.84583,45-59,Urbana,Hombre
73.0,2.0,1.0,5.0,0.90324,60+,Urbana,Mujer
32.0,1.0,1.0,5.0,1.32264,30-44,Urbana,Hombre
60.0,1.0,1.0,10.0,0.54493,60+,Urbana,Hombre
35.0,1.0,1.0,6.0,0.70566,30-44,Urbana,Hombre
62.0,1.0,1.0,6.0,0.4819,60+,Urbana,Hombre
65.0,2.0,1.0,10.0,0.40246,60+,Urbana,Mujer
23.0,1.0,1.0,10.0,0.7579,18-29,Urbana,Hombre
71.0,2.0,1.0,10.0,0.40246,60+,Urbana,Mujer
81.0,1.0,1.0,10.0,0.6247,60+,Urbana,Hombre
58.0,1.0,1.0,10.0,0.7579,45-59,Urbana,Hombre
44.0,2.0,1.0,10.0,1.17641,30-44,Urbana,Mujer
40.0,1.0,2.0,9.0,0.5604,30-44,Rural,Hombre
70.0,2.0,2.0,9.0,0.51817,60+,Rural,Mujer
80.0,2.0,2.0,9.0,0.3827,60+,Rural,Mujer
78.0,1.0,2.0,9.0,0.51817,60+,Rural,Hombre
34.0,1.0,2.0,9.0,0.5604,30-44,Rural,Hombre
49.0,1.0,2.0,9.0,0.51817,45-59,Rural,Hombre
90.0,1.0,1.0,6.0,0.65249,60+,Urbana,Hombre
35.0,1.0,1.0,6.0,1.01279,30-44,Urbana,Hombre
57.0,1.0,1.0,5.0,1.70095,45-59,Urbana,Hombre
78.0,2.0,1.0,5.0,0.90324,60+,Urbana,Mujer
48.0,1.0,1.0,5.0,1.22298,45-59,Urbana,Hombre
62.0,2.0,1.0,5.0,0.90324,60+,Urbana,Mujer
43.0,1.0,1.0,5.0,1.8983,30-44,Urbana,Hombre
36.0,1.0,1.0,6.0,0.70566,30-44,Urbana,Hombre
62.0,2.0,1.0,15.0,0.38036,60+,Urbana,Mujer
75.0,1.0,1.0,12.0,0.48931,60+,Urbana,Hombre
79.0,2.0,1.0,12.0,0.31524,60+,Urbana,Mujer
69.0,2.0,2.0,10.0,0.42492,60+,Rural,Mujer
70.0,2.0,2.0,10.0,0.30551,60+,Rural,Mujer
41.0,1.0,2.0,10.0,0.47422,30-44,Rural,Hombre
58.0,1.0,2.0,10.0,0.30551,45-59,Rural,Hombre
36.0,1.0,2.0,10.0,0.33041,30-44,Rural,Hombre
57.0,1.0,2.0,10.0,0.30551,45-59,Rural,Hombre
47.0,2.0,2.0,10.0,0.30551,45-59,Rural,Mujer
21.0,2.0,1.0,15.0,0.71628,18-29,Urbana,Mujer
66.0,1.0,1.0,12.0,0.31524,60+,Urbana,Hombre
61.0,1.0,1.0,12.0,0.31524,60+,Urbana,Hombre
59.0,2.0,1.0,12.0,0.31524,45-59,Urbana,Mujer
56.0,1.0,1.0,12.0,0.31524,45-59,Urbana,Hombre
45.0,1.0,1.0,12.0,0.66252,45-59,Urbana,Hombre
72.0,2.0,2.0,10.0,0.30551,60+,Rural,Mujer
50.0,1.0,2.0,10.0,0.47422,45-59,Rural,Hombre
62.0,2.0,2.0,10.0,0.22564,60+,Rural,Mujer
83.0,1.0,2.0,10.0,0.22564,60+,Rural,Hombre
41.0,1.0,2.0,10.0,0.47422,30-44,Rural,Hombre
83.0,1.0,2.0,10.0,0.35024,60+,Rural,Hombre
60.0,2.0,2.0,10.0,0.22564,60+,Rural,Mujer
49.0,1.0,2.0,10.0,0.30551,45-59,Rural,Hombre
41.0,1.0,2.0,10.0,0.65955,30-44,Rural,Hombre
57.0,2.0,2.0,10.0,0.30551,45-59,Rural,Mujer
81.0,2.0,1.0,7.0,0.54141,60+,Urbana,Mujer
68.0,2.0,1.0,7.0,0.54141,60+,Urbana,Mujer
48.0,1.0,1.0,7.0,0.73306,45-59,Urbana,Hombre
58.0,2.0,1.0,7.0,1.01955,45-59,Urbana,Mujer
57.0,2.0,2.0,10.0,0.22564,45-59,Rural,Mujer
36.0,1.0,2.0,10.0,0.47422,30-44,Rural,Hombre
36.0,2.0,2.0,10.0,0.47422,30-44,Rural,Mujer
42.0,2.0,2.0,10.0,0.42492,30-44,Rural,Mujer
55.0,1.0,2.0,10.0,0.35024,45-59,Rural,Hombre
62.0,1.0,2.0,10.0,0.42492,60+,Rural,Hombre
70.0,2.0,2.0,10.0,0.51286,60+,Rural,Mujer
60.0,1.0,2.0,10.0,0.30551,60+,Rural,Hombre
60.0,1.0,2.0,10.0,0.22564,60+,Rural,Hombre
62.0,1.0,2.0,10.0,0.22564,60+,Rural,Hombre
46.0,2.0,1.0,15.0,0.71628,45-59,Urbana,Mujer
5.0,1.0,1.0,15.0,0.55697,0-17,Urbana,Hombre
58.0,1.0,1.0,12.0,0.31524,45-59,Urbana,Hombre
82.0,1.0,1.0,16.0,0.45606,60+,Urbana,Hombre
70.0,1.0,1.0,16.0,0.45606,60+,Urbana,Hombre
58.0,2.0,1.0,16.0,0.29381,45-59,Urbana,Mujer
53.0,1.0,1.0,16.0,0.61749,45-59,Urbana,Hombre
30.0,1.0,1.0,16.0,0.43024,30-44,Urbana,Hombre
50.0,2.0,2.0,16.0,0.33944,45-59,Rural,Mujer
67.0,2.0,2.0,16.0,0.2507,60+,Rural,Mujer
55.0,2.0,2.0,16.0,0.2507,45-59,Rural,Mujer
69.0,2.0,2.0,16.0,0.2507,60+,Rural,Mujer
58.0,2.0,2.0,16.0,0.2507,45-59,Rural,Mujer
27.0,2.0,2.0,16.0,0.3671,18-29,Rural,Mujer
28.0,2.0,2.0,16.0,0.3671,18-29,Rural,Mujer
26.0,2.0,2.0,9.0,0.51817,18-29,Rural,Mujer
33.0,1.0,1.0,4.0,0.56477,30-44,Urbana,Hombre
49.0,1.0,1.0,4.0,0.87663,45-59,Urbana,Hombre
51.0,1.0,1.0,4.0,0.81058,45-59,Urbana,Hombre
55.0,2.0,1.0,4.0,0.52221,45-59,Urbana,Mujer
40.0,1.0,1.0,14.0,0.75428,30-44,Urbana,Hombre
53.0,1.0,1.0,16.0,0.39782,45-59,Urbana,Hombre
61.0,1.0,1.0,16.0,0.45606,60+,Urbana,Hombre
36.0,2.0,1.0,16.0,0.39782,30-44,Urbana,Mujer
74.0,2.0,1.0,6.0,0.748,60+,Urbana,Mujer
56.0,1.0,1.0,6.0,0.748,45-59,Urbana,Hombre
51.0,1.0,1.0,6.0,1.01279,45-59,Urbana,Hombre
67.0,1.0,1.0,6.0,0.748,60+,Urbana,Hombre
36.0,1.0,1.0,6.0,1.01279,30-44,Urbana,Hombre
58.0,1.0,1.0,6.0,0.748,45-59,Urbana,Hombre
28.0,1.0,2.0,14.0,0.91141,18-29,Rural,Hombre
80.0,2.0,1.0,12.0,0.31524,60+,Urbana,Mujer
57.0,2.0,1.0,12.0,0.31524,45-59,Urbana,Mujer
61.0,2.0,1.0,12.0,0.66252,60+,Urbana,Mujer
50.0,1.0,1.0,12.0,0.31524,45-59,Urbana,Hombre
57.0,1.0,1.0,13.0,4.12944,45-59,Urbana,Hombre
28.0,1.0,1.0,13.0,4.46594,18-29,Urbana,Hombre
61.0,2.0,1.0,13.0,3.04984,60+,Urbana,Mujer
47.0,1.0,1.0,13.0,4.12944,45-59,Urbana,Hombre
58.0,2.0,1.0,7.0,0.84037,45-59,Urbana,Mujer
76.0,2.0,1.0,7.0,0.54141,60+,Urbana,Mujer
59.0,1.0,1.0,7.0,0.84037,45-59,Urbana,Hombre
54.0,1.0,1.0,7.0,0.73306,45-59,Urbana,Hombre
30.0,2.0,1.0,14.0,0.52554,30-44,Urbana,Mujer
74.0,2.0,1.0,14.0,0.3589,60+,Urbana,Mujer
45.0,2.0,1.0,14.0,0.48594,45-59,Urbana,Mujer
62.0,2.0,1.0,14.0,0.55708,60+,Urbana,Mujer
38.0,2.0,1.0,14.0,0.48594,30-44,Urbana,Mujer
23.0,2.0,1.0,9.0,0.71887,18-29,Urbana,Mujer
70.0,2.0,1.0,14.0,0.3589,60+,Urbana,Mujer
36.0,2.0,1.0,14.0,0.48594,30-44,Urbana,Mujer
77.0,2.0,1.0,14.0,0.3589,60+,Urbana,Mujer
22.0,1.0,1.0,14.0,1.04907,18-29,Urbana,Hombre
57.0,1.0,1.0,14.0,0.55708,45-59,Urbana,Hombre
67.0,1.0,1.0,14.0,0.55708,60+,Urbana,Hombre
68.0,1.0,1.0,13.0,4.73395,60+,Urbana,Hombre
75.0,1.0,1.0,8.0,0.95595,60+,Urbana,Hombre
31.0,1.0,1.0,8.0,2.17278,30-44,Urbana,Hombre
33.0,2.0,1.0,8.0,1.39981,30-44,Urbana,Mujer
52.0,2.0,1.0,8.0,1.48382,45-59,Urbana,Mujer
49.0,1.0,1.0,8.0,1.29434,45-59,Urbana,Hombre
29.0,2.0,1.0,8.0,1.39981,18-29,Urbana,Mujer
48.0,1.0,1.0,8.0,1.29434,45-59,Urbana,Hombre
46.0,2.0,1.0,8.0,1.8002,45-59,Urbana,Mujer
68.0,1.0,1.0,8.0,1.48382,60+,Urbana,Hombre
70.0,2.0,1.0,8.0,0.95595,60+,Urbana,Mujer
54.0,1.0,1.0,8.0,1.29434,45-59,Urbana,Hombre
60.0,1.0,1.0,8.0,0.95595,60+,Urbana,Hombre
57.0,1.0,1.0,8.0,0.95595,45-59,Urbana,Hombre
48.0,1.0,1.0,8.0,1.8002,45-59,Urbana,Hombre
38.0,2.0,1.0,16.0,0.39782,30-44,Urbana,Mujer
40.0,2.0,1.0,16.0,0.61749,30-44,Urbana,Mujer
35.0,1.0,1.0,16.0,0.43024,30-44,Urbana,Hombre
27.0,2.0,2.0,16.0,0.3671,18-29,Rural,Mujer
50.0,2.0,2.0,16.0,0.33944,45-59,Rural,Mujer
32.0,2.0,2.0,16.0,0.3671,30-44,Rural,Mujer
80.0,2.0,2.0,10.0,0.30551,60+,Rural,Mujer
53.0,2.0,1.0,8.0,1.29434,45-59,Urbana,Mujer
72.0,2.0,2.0,10.0,0.22564,60+,Rural,Mujer
69.0,1.0,2.0,10.0,0.35024,60+,Rural,Hombre
60.0,1.0,2.0,10.0,0.33041,60+,Rural,Hombre
69.0,2.0,2.0,10.0,0.22564,60+,Rural,Mujer
54.0,1.0,2.0,10.0,0.47422,45-59,Rural,Hombre
65.0,1.0,2.0,10.0,0.35024,60+,Rural,Hombre
67.0,1.0,2.0,10.0,0.33041,60+,Rural,Hombre
70.0,2.0,2.0,10.0,0.47422,60+,Rural,Mujer
27.0,1.0,2.0,10.0,0.42492,18-29,Rural,Hombre
29.0,2.0,2.0,14.0,0.91141,18-29,Rural,Mujer
24.0,1.0,2.0,14.0,1.1721,18-29,Rural,Hombre
26.0,2.0,2.0,14.0,0.54293,18-29,Rural,Mujer
60.0,1.0,1.0,13.0,4.73395,60+,Urbana,Hombre
45.0,2.0,2.0,14.0,0.54293,45-59,Rural,Mujer
47.0,2.0,1.0,8.0,1.29434,45-59,Urbana,Mujer
62.0,2.0,1.0,16.0,0.29381,60+,Urbana,Mujer
82.0,2.0,1.0,16.0,0.61749,60+,Urbana,Mujer
55.0,1.0,1.0,8.0,1.48382,45-59,Urbana,Hombre
37.0,1.0,1.0,12.0,0.31524,30-44,Urbana,Hombre
60.0,1.0,1.0,12.0,0.31524,60+,Urbana,Hombre
68.0,2.0,1.0,12.0,0.66252,60+,Urbana,Mujer
66.0,2.0,1.0,12.0,0.31524,60+,Urbana,Mujer
35.0,1.0,1.0,12.0,0.66252,30-44,Urbana,Hombre
65.0,1.0,1.0,12.0,0.48931,60+,Urbana,Hombre
34.0,1.0,1.0,13.0,6.93201,30-44,Urbana,Hombre
60.0,1.0,1.0,13.0,4.46594,60+,Urbana,Hombre
39.0,1.0,1.0,13.0,6.4097,30-44,Urbana,Hombre
21.0,2.0,2.0,14.0,0.75513,18-29,Rural,Mujer
28.0,1.0,2.0,14.0,0.91141,18-29,Rural,Hombre
48.0,1.0,1.0,8.0,1.29434,45-59,Urbana,Hombre
38.0,1.0,1.0,5.0,1.8983,30-44,Urbana,Hombre
29.0,2.0,1.0,5.0,1.32264,18-29,Urbana,Mujer
54.0,1.0,2.0,10.0,0.30551,45-59,Rural,Hombre
70.0,1.0,2.0,10.0,0.35024,60+,Rural,Hombre
50.0,1.0,2.0,10.0,0.30551,45-59,Rural,Hombre
47.0,2.0,2.0,10.0,0.47422,45-59,Rural,Mujer
50.0,2.0,2.0,10.0,0.65955,45-59,Rural,Mujer
62.0,2.0,2.0,14.0,0.40099,60+,Rural,Mujer
44.0,1.0,1.0,5.0,1.8983,30-44,Urbana,Hombre
71.0,2.0,1.0,5.0,0.90324,60+,Urbana,Mujer
50.0,2.0,1.0,5.0,1.22298,45-59,Urbana,Mujer
34.0,2.0,1.0,5.0,1.32264,30-44,Urbana,Mujer
28.0,2.0,1.0,5.0,2.05299,18-29,Urbana,Mujer
38.0,2.0,1.0,15.0,0.71628,30-44,Urbana,Mujer
36.0,1.0,1.0,5.0,1.8983,30-44,Urbana,Hombre
59.0,2.0,1.0,5.0,0.90324,45-59,Urbana,Mujer
56.0,1.0,1.0,12.0,0.48931,45-59,Urbana,Hombre
54.0,2.0,1.0,5.0,1.22298,45-59,Urbana,Mujer
69.0,2.0,1.0,12.0,0.31524,60+,Urbana,Mujer
56.0,1.0,1.0,12.0,0.48931,45-59,Urbana,Hombre
58.0,1.0,1.0,12.0,0.31524,45-59,Urbana,Hombre
42.0,2.0,1.0,12.0,0.42683,30-44,Urbana,Mujer
70.0,1.0,1.0,12.0,0.31524,60+,Urbana,Hombre
29.0,1.0,1.0,8.0,1.39981,18-29,Urbana,Hombre
36.0,2.0,1.0,8.0,1.29434,30-44,Urbana,Mujer
31.0,2.0,1.0,8.0,1.39981,30-44,Urbana,Mujer
50.0,2.0,1.0,8.0,1.29434,45-59,Urbana,Mujer
56.0,1.0,1.0,8.0,1.48382,45-59,Urbana,Hombre
46.0,2.0,2.0,10.0,0.30551,45-59,Rural,Mujer
60.0,2.0,2.0,10.0,0.22564,60+,Rural,Mujer
27.0,2.0,1.0,10.0,0.58933,18-29,Urbana,Mujer
47.0,1.0,1.0,10.0,0.84583,45-59,Urbana,Hombre
87.0,2.0,1.0,10.0,0.40246,60+,Urbana,Mujer
55.0,2.0,1.0,10.0,0.40246,45-59,Urbana,Mujer
57.0,1.0,1.0,10.0,0.54493,45-59,Urbana,Hombre
64.0,2.0,1.0,10.0,1.17641,60+,Urbana,Mujer
26.0,1.0,1.0,10.0,0.91476,18-29,Urbana,Hombre
30.0,1.0,1.0,10.0,0.7579,30-44,Urbana,Hombre
29.0,2.0,1.0,14.0,0.52554,18-29,Urbana,Mujer
78.0,2.0,1.0,14.0,0.3589,60+,Urbana,Mujer
55.0,2.0,1.0,14.0,0.3589,45-59,Urbana,Mujer
70.0,1.0,1.0,14.0,0.55708,60+,Urbana,Hombre
70.0,2.0,1.0,14.0,0.3589,60+,Urbana,Mujer
57.0,2.0,1.0,14.0,0.3589,45-59,Urbana,Mujer
67.0,2.0,1.0,14.0,0.3589,60+,Urbana,Mujer
25.0,1.0,1.0,14.0,0.81575,18-29,Urbana,Hombre
49.0,2.0,1.0,14.0,0.48594,45-59,Urbana,Mujer
71.0,1.0,1.0,14.0,0.55708,60+,Urbana,Hombre
51.0,2.0,2.0,14.0,0.54293,45-59,Rural,Mujer
65.0,2.0,1.0,12.0,0.31524,60+,Urbana,Mujer
64.0,1.0,1.0,12.0,0.48931,60+,Urbana,Hombre
80.0,1.0,1.0,12.0,0.48931,60+,Urbana,Hombre
28.0,2.0,1.0,12.0,0.46161,18-29,Urbana,Mujer
67.0,1.0,1.0,12.0,0.48931,60+,Urbana,Hombre
57.0,1.0,1.0,12.0,0.48931,45-59,Urbana,Hombre
67.0,1.0,1.0,12.0,0.31524,60+,Urbana,Hombre
59.0,2.0,1.0,12.0,0.46161,45-59,Urbana,Mujer
75.0,2.0,1.0,8.0,2.17278,60+,Urbana,Mujer
63.0,2.0,1.0,8.0,0.95595,60+,Urbana,Mujer
48.0,2.0,1.0,8.0,1.29434,45-59,Urbana,Mujer
44.0,2.0,1.0,8.0,1.29434,30-44,Urbana,Mujer
44.0,2.0,1.0,6.0,0.65249,30-44,Urbana,Mujer
30.0,1.0,1.0,6.0,1.09532,30-44,Urbana,Hombre
63.0,2.0,1.0,6.0,0.4819,60+,Urbana,Mujer
64.0,1.0,2.0,8.0,0.17733,60+,Rural,Hombre
34.0,1.0,2.0,8.0,0.25966,30-44,Rural,Hombre
54.0,1.0,1.0,8.0,1.29434,45-59,Urbana,Hombre
59.0,2.0,1.0,5.0,1.70095,45-59,Urbana,Mujer
77.0,2.0,1.0,6.0,0.748,60+,Urbana,Mujer
44.0,2.0,1.0,5.0,1.22298,30-44,Urbana,Mujer
55.0,2.0,1.0,6.0,0.4819,45-59,Urbana,Mujer
42.0,2.0,1.0,5.0,1.22298,30-44,Urbana,Mujer
59.0,1.0,2.0,8.0,0.27524,45-59,Rural,Hombre
55.0,1.0,2.0,8.0,0.27524,45-59,Rural,Hombre
49.0,1.0,2.0,8.0,0.2401,45-59,Rural,Hombre
91.0,1.0,2.0,8.0,0.27524,60+,Rural,Hombre
47.0,1.0,1.0,5.0,1.8983,45-59,Urbana,Hombre
66.0,2.0,1.0,6.0,0.4819,60+,Urbana,Mujer
73.0,1.0,2.0,8.0,0.17733,60+,Rural,Hombre
71.0,2.0,1.0,10.0,0.40246,60+,Urbana,Mujer
64.0,2.0,1.0,10.0,0.40246,60+,Urbana,Mujer
33.0,2.0,1.0,10.0,0.58933,30-44,Urbana,Mujer
59.0,2.0,1.0,10.0,0.40246,45-59,Urbana,Mujer
50.0,2.0,1.0,10.0,0.54493,45-59,Urbana,Mujer
47.0,2.0,1.0,5.0,1.70095,45-59,Urbana,Mujer
69.0,2.0,1.0,10.0,0.40246,60+,Urbana,Mujer
31.0,1.0,1.0,10.0,0.91476,30-44,Urbana,Hombre
72.0,1.0,1.0,10.0,0.91476,60+,Urbana,Hombre
75.0,2.0,1.0,10.0,0.54493,60+,Urbana,Mujer
39.0,1.0,1.0,10.0,0.58933,30-44,Urbana,Hombre
27.0,2.0,1.0,10.0,0.58933,18-29,Urbana,Mujer
41.0,1.0,1.0,10.0,0.84583,30-44,Urbana,Hombre
26.0,2.0,1.0,10.0,0.84583,18-29,Urbana,Mujer
48.0,1.0,2.0,8.0,0.2401,45-59,Rural,Hombre
50.0,1.0,2.0,8.0,0.2401,45-59,Rural,Hombre
52.0,1.0,2.0,8.0,0.37268,45-59,Rural,Hombre
68.0,2.0,2.0,8.0,0.17733,60+,Rural,Mujer
50.0,2.0,2.0,8.0,0.2401,45-59,Rural,Mujer
78.0,1.0,2.0,8.0,0.27524,60+,Rural,Hombre
66.0,1.0,2.0,8.0,0.27524,60+,Rural,Hombre
41.0,1.0,2.0,8.0,0.37268,30-44,Rural,Hombre
63.0,2.0,2.0,8.0,0.17733,60+,Rural,Mujer
55.0,1.0,2.0,8.0,0.27524,45-59,Rural,Hombre
52.0,1.0,1.0,8.0,2.00907,45-59,Urbana,Hombre
33.0,2.0,1.0,10.0,0.91476,30-44,Urbana,Mujer
34.0,2.0,1.0,10.0,0.58933,30-44,Urbana,Mujer
33.0,1.0,1.0,10.0,0.58933,30-44,Urbana,Hombre
60.0,2.0,2.0,9.0,0.80431,60+,Rural,Mujer
61.0,1.0,2.0,9.0,0.3827,60+,Rural,Hombre
50.0,2.0,2.0,9.0,0.80431,45-59,Rural,Mujer
64.0,2.0,1.0,6.0,1.09532,60+,Urbana,Mujer
73.0,1.0,1.0,14.0,0.3589,60+,Urbana,Hombre
43.0,1.0,1.0,6.0,0.9075,30-44,Urbana,Hombre
22.0,1.0,1.0,14.0,0.55708,18-29,Urbana,Hombre
27.0,1.0,1.0,14.0,0.81575,18-29,Urbana,Hombre
44.0,2.0,1.0,14.0,0.48594,30-44,Urbana,Mujer
60.0,1.0,1.0,14.0,0.55708,60+,Urbana,Hombre
62.0,1.0,1.0,14.0,0.81575,60+,Urbana,Hombre
68.0,1.0,1.0,14.0,0.55708,60+,Urbana,Hombre
56.0,2.0,1.0,14.0,0.3589,45-59,Urbana,Mujer
80.0,2.0,1.0,6.0,0.4819,60+,Urbana,Mujer
47.0,1.0,1.0,6.0,1.01279,45-59,Urbana,Hombre
58.0,1.0,1.0,6.0,0.4819,45-59,Urbana,Hombre
60.0,2.0,1.0,6.0,1.40861,60+,Urbana,Mujer
70.0,1.0,1.0,6.0,0.4819,60+,Urbana,Hombre
29.0,2.0,1.0,14.0,0.52554,18-29,Urbana,Mujer
59.0,2.0,1.0,6.0,0.748,45-59,Urbana,Mujer
71.0,2.0,1.0,5.0,0.90324,60+,Urbana,Mujer
63.0,1.0,1.0,16.0,0.29381,60+,Urbana,Hombre
59.0,2.0,1.0,6.0,1.40861,45-59,Urbana,Mujer
77.0,1.0,1.0,16.0,0.45606,60+,Urbana,Hombre
33.0,1.0,1.0,5.0,2.05299,30-44,Urbana,Hombre
64.0,2.0,1.0,5.0,1.22298,60+,Urbana,Mujer
55.0,2.0,1.0,14.0,0.3589,45-59,Urbana,Mujer
64.0,2.0,1.0,14.0,0.3589,60+,Urbana,Mujer
74.0,1.0,1.0,5.0,1.40201,60+,Urbana,Hombre
89.0,1.0,1.0,14.0,0.48594,60+,Urbana,Hombre
47.0,2.0,1.0,14.0,0.75428,45-59,Urbana,Mujer
66.0,1.0,1.0,14.0,0.55708,60+,Urbana,Hombre
24.0,1.0,1.0,14.0,0.48594,18-29,Urbana,Hombre
29.0,2.0,1.0,14.0,0.3589,18-29,Urbana,Mujer
66.0,2.0,1.0,14.0,0.75428,60+,Urbana,Mujer
86.0,1.0,1.0,7.0,0.84037,60+,Urbana,Hombre
39.0,2.0,1.0,16.0,0.61749,30-44,Urbana,Mujer
58.0,1.0,1.0,16.0,0.45606,45-59,Urbana,Hombre
74.0,2.0,1.0,16.0,0.39782,60+,Urbana,Mujer
67.0,1.0,1.0,16.0,0.39782,60+,Urbana,Hombre
54.0,2.0,1.0,16.0,0.66781,45-59,Urbana,Mujer
55.0,2.0,1.0,12.0,0.31524,45-59,Urbana,Mujer
75.0,2.0,1.0,12.0,0.31524,60+,Urbana,Mujer
68.0,1.0,1.0,12.0,0.48931,60+,Urbana,Hombre
44.0,2.0,1.0,12.0,0.42683,30-44,Urbana,Mujer
50.0,2.0,1.0,12.0,0.42683,45-59,Urbana,Mujer
70.0,1.0,1.0,12.0,0.48931,60+,Urbana,Hombre
28.0,1.0,1.0,12.0,0.71651,18-29,Urbana,Hombre
77.0,2.0,2.0,10.0,0.65955,60+,Rural,Mujer
68.0,2.0,2.0,10.0,0.35024,60+,Rural,Mujer
45.0,2.0,2.0,10.0,0.65955,45-59,Rural,Mujer
42.0,1.0,2.0,10.0,0.42492,30-44,Rural,Hombre
88.0,1.0,1.0,6.0,0.4819,60+,Urbana,Hombre
59.0,2.0,1.0,3.0,0.38406,45-59,Urbana,Mujer
55.0,2.0,2.0,9.0,0.3827,45-59,Rural,Mujer
65.0,1.0,1.0,6.0,0.4819,60+,Urbana,Hombre
76.0,2.0,1.0,5.0,0.90324,60+,Urbana,Mujer
63.0,1.0,1.0,5.0,1.40201,60+,Urbana,Hombre
65.0,1.0,1.0,6.0,0.748,60+,Urbana,Hombre
60.0,2.0,1.0,5.0,2.05299,60+,Urbana,Mujer
83.0,2.0,1.0,6.0,0.4819,60+,Urbana,Mujer
83.0,2.0,1.0,6.0,0.4819,60+,Urbana,Mujer
52.0,2.0,1.0,3.0,0.52002,45-59,Urbana,Mujer
31.0,1.0,1.0,3.0,0.87294,30-44,Urbana,Hombre
56.0,1.0,1.0,3.0,0.59614,45-59,Urbana,Hombre
63.0,1.0,1.0,5.0,1.22298,60+,Urbana,Hombre
65.0,2.0,1.0,5.0,0.90324,60+,Urbana,Mujer
43.0,1.0,1.0,6.0,0.65249,30-44,Urbana,Hombre
38.0,1.0,1.0,12.0,0.66252,30-44,Urbana,Hombre
48.0,1.0,1.0,12.0,0.66252,45-59,Urbana,Hombre
64.0,2.0,1.0,8.0,0.95595,60+,Urbana,Mujer
55.0,1.0,1.0,8.0,1.29434,45-59,Urbana,Hombre
37.0,1.0,1.0,8.0,1.8002,30-44,Urbana,Hombre
42.0,2.0,1.0,12.0,0.42683,30-44,Urbana,Mujer
24.0,2.0,2.0,14.0,0.84274,18-29,Rural,Mujer
27.0,2.0,2.0,14.0,0.58718,18-29,Rural,Mujer
60.0,1.0,2.0,14.0,0.62241,60+,Rural,Hombre
39.0,1.0,2.0,14.0,0.84274,30-44,Rural,Hombre
32.0,2.0,2.0,14.0,0.58718,30-44,Rural,Mujer
53.0,1.0,2.0,14.0,0.84274,45-59,Rural,Hombre
22.0,1.0,2.0,14.0,1.1721,18-29,Rural,Hombre
41.0,1.0,2.0,14.0,0.84274,30-44,Rural,Hombre
35.0,2.0,2.0,14.0,0.54293,30-44,Rural,Mujer
62.0,1.0,2.0,14.0,0.54293,60+,Rural,Hombre
8.0,1.0,2.0,14.0,0.58718,0-17,Rural,Hombre
24.0,2.0,2.0,14.0,0.75513,18-29,Rural,Mujer
58.0,1.0,1.0,8.0,0.95595,45-59,Urbana,Hombre
53.0,1.0,2.0,13.0,0.77527,45-59,Rural,Hombre
43.0,1.0,2.0,13.0,0.55742,30-44,Rural,Hombre
33.0,2.0,2.0,13.0,0.38838,30-44,Rural,Mujer
52.0,1.0,2.0,9.0,0.3827,45-59,Rural,Hombre
